ticker,name,category,expense_ratio
CHS,"Chico's FAS Inc(USD,CHS)",US Small Value,0.0
CAE,CAE Inc,Intl Mid Growth,0.0
CAMP,CalAmp Corp,US Small Blend,0.0
CAL,Caleres Inc,US Small Value,0.0
COLTX,Columbia Tax-Exempt A,Long-Term Inv. Grade,0.0073
CBM,Cambrex Corp,US Small Growth,0.0
CPT,Camden Property Trust,US Mid Blend,0.0
CFFN,Capitol Federal Financial Inc,US Small Blend,0.0
CMO,Capstead Mortgage Corp,US Small Value,0.0
CSL,Carlisle Companies Inc,US Mid Growth,0.0
CRS,Carpenter Technology Corp,US Small Blend,0.0
CATO,The Cato Corp Class A,US Small Value,0.0
CHTR,Charter Communications Inc Class A,US Large Growth,0.0
CCUR,CCUR Holdings Inc,US Small Value,0.0
EVBLX,Eaton Vance Floating Rate A,High Yield,0.0099
CLS,Celestica Inc,Intl Small Value,0.0
CLDX,Celldex Therapeutics Inc,US Small Value,0.0
CX,Cemex SAB de CV ADR,Emerging Large Value,0.0
CENT,Central Garden & Pet Co,US Small Blend,0.0
CEVA,CEVA Inc,US Small Growth,0.0
CAAS,China Automotive Systems Inc,Emerging Small Value,0.0
CEA,China Eastern Airlines Corp Ltd ADR,Emerging Large Value,0.0
ZNH,China Southern Airlines Co Ltd ADR,Emerging Large Blend,0.0
CHA,China Telecom Corp Ltd ADR,Emerging Large Value,0.0
chyhy,"Chr. Hansen Holding A/S ADR(USD,CHYHY)",Intl Large Growth,0.0
FHYIX,Franklin High Yield Tax Free Inc C,High Yield,0.0119
CHU,China Unicom (Hong Kong) Ltd ADR,Emerging Large Blend,0.0
CYD,China Yuchai International Ltd,Emerging Small Value,0.0
CHDN,Churchill Downs Inc,US Mid Blend,0.0
LFC,China Life Insurance Co Ltd ADR repr Class H,Emerging Large Value,0.0
PSLV,Sprott Physical Silver Trust,Commodities,0.0
FMFXX,Franklin U.S. Government Money Fund,Cash/Money Market,0.0
CIR,Circor International Inc,US Small Blend,0.0
CHCO,City Holding Co,US Small Blend,0.0
CEO,CNOOC Ltd ADR,Emerging Large Value,0.0
COKE,Coca-Cola Consolidated Inc,US Small Growth,0.0
THRM,Gentherm Inc,US Small Value,0.0
LIVIX,BlackRock LifePath® Index 2055 Instl,** 62 US Large Blend / 34 Intl Large Blend / 4 Cash **,0.0014
IPOAX,Delaware Ivy Systematic Em Mkts Eq A,** 65 Emerging Large Blend / 35 Intl Large Blend **,0.0115
CI,Cigna Corp,US Large Blend,0.0
CCEP,Coca-Cola European Partners PLC,Intl Large Growth,0.0
KOF,Coca-Cola Femsa SAB de CV ADR,Emerging Large Blend,0.0
CCHGY,Coca-Cola HBC AG ADR,Intl Mid Growth,0.0
COHU,Cohu Inc,US Small Blend,0.0
COLB,Columbia Banking System Inc,US Small Blend,0.0
COLM,Columbia Sportswear Co,US Mid Growth,0.0
CBU,Community Bank System Inc,US Small Blend,0.0
CTBI,Community Trust Bancorp Inc,US Small Value,0.0
ELP,Cia Paranaense De Energia Copel ADR,Emerging Mid Value,0.0
GLTR,"ETFS Physical PM Basket(USD,GLTR)",Commodities,0.006
SID,Companhia Siderurgica Nacional ADR,Emerging Mid Blend,0.0
CIBFX,"American Funds Capital Income Bldr F1(USD,CIBFX)",** .35 US Large Value / .35 Intl Large Value / .30 Int-Term Inv. Grade **,0.0066
CCU,United Breweries Co Inc ADR,Emerging Mid Blend,0.0
CTWS,Connecticut Water Service Inc,US Small Growth,0.0
CNOB,ConnectOne Bancorp Inc,US Small Blend,0.0
OFC,Corporate Office Properties Trust,US Small Blend,0.0
CUZ,Cousins Properties Inc,US Mid Value,0.0
CVTI,Covenant Transportation Group Inc Class A,US Small Blend,0.0
CRAI,CRA International Inc,US Small Blend,0.0
CR,Crane Co,US Mid Value,0.0
LACFX,Lord Abbett Convertible A,Non-Traditional,0.0103
BAP,Credicorp Ltd,Intl Large Blend,0.0
CRESY,Cresud SACIF y A ADR,Emerging Small Value,0.0
CIEN,CIENA CORP,US Mid Value,0.0
CXDO,Crexendo Inc,US Small Value,0.0
CTIB,CTI Industries Corp,US Small Value,0.0
CTS,CTS Corp,US Small Growth,0.0
CW,Curtiss-Wright Corp,US Mid Blend,0.0
DAKT,Daktronics Inc,US Small Value,0.0
DANOY,Danone SA ADR,Intl Large Growth,0.0
DELTY,Delta Galil Industries Ltd ADR,Emerging Small Blend,0.0
NOINX,Northern International Equity Index,Intl Large Blend,0.0024
XRAY,Dentsply Sirona Inc,US Mid Blend,0.0
DTEGY,Deutsche Telekom AG ADR,Intl Large Value,0.0
DGII,Digi International Inc,US Small Blend,0.0
CII,BlackRock Enhanced Cap & Inc,US Large Blend,0.0089
DMRC,Digimarc Corp,US Small Growth,0.0
DLHC,DLH Holdings Corp,US Small Value,0.0
DPZ,Domino's Pizza Inc,US Mid Growth,0.0
DHI,D.R. Horton Inc,US Mid Blend,0.0
RDY,Dr Reddy's Laboratories Ltd ADR,Emerging Large Growth,0.0
DRQ,Dril-Quip Inc,US Small Blend,0.0
JNEMX,JPMorgan International Equity R6,Intl Large Blend,0.005
DRE,Duke Realty Corp,US Mid Blend,0.0
DY,Dycom Industries Inc,US Small Blend,0.0
EDPFY,EDP - Energias de Portugal SA ADR,Emerging Large Value,0.0
EE,El Paso Electric Co,US Small Blend,0.0
CINF,Cincinnati Financial Corp,US Mid Value,0.0
ESLT,Elbit Systems Ltd,Emerging Mid Growth,0.0
AKO.B,Embotelladora Andina SA ADR,Emerging Mid Value,0.0
WIRE,Encore Wire Corp,US Small Growth,0.0
ENIA,Enel Americas SA ADR,Emerging Large Blend,0.0
EBF,Ennis Inc,US Small Value,0.0
BMGKX,BlackRock Mid-Cap Growth Equity K,US Mid Growth,0.007
ETM,Entercom Communications Corp,US Small Value,0.0
EFX,Equifax Inc,US Mid Blend,0.0
ETH,Ethan Allen Interiors Inc,US Small Value,0.0
EVOL,Evolving Systems Inc,US Small Value,0.0
EXEL,Exelixis Inc,US Mid Growth,0.0
CIPIX,Champlain Mid Cap Institutional ,US Mid Blend,0.0093
EXTN,Exterran Corp,US Small Value,0.0
FISI,Financial Institutions Inc,US Small Value,0.0
FBNC,First Bancorp,US Small Value,0.0
FBP,First BanCorp,US Mid Blend,0.0
AMDVX,American Century Mid Cap Value R6,** 87 US Mid Value / 13 Intl Mid Value **,0.0063
BUSE,First Busey Corp Class A,US Small Blend,0.0
FCF,First Commonwealth Financial Corp,US Small Blend,0.0
FRT,Federal Realty Investment Trust,US Mid Blend,0.0
FSS,Federal Signal Corp,US Small Growth,0.0
FII,Federated Investors Inc Class B,US Small Value,0.0
FARO,Faro Technologies Inc,US Small Growth,0.0
CIU,iShares Intermediate Credit Bond ETF,Int-Term Inv. Grade,0.002
FCBC,First Community Bankshares Inc,US Small Blend,0.0
FRME,First Merchants Corp,US Small Blend,0.0
FSLR,First Solar Inc,US Mid Blend,0.0
FSKAX ,Fidelity® Total Market Index,US Large Blend,0.00015
FLEX,Flex Ltd,Intl Large Blend,0.0
FLIR,FLIR Systems Inc,US Mid Growth,0.0
FLO,Flowers Foods Inc,US Mid Value,0.0
FFIC,Flushing Financial Corp,US Small Value,0.0
FMC,FMC Corp,US Mid Blend,0.0
FNB,F N B Corp,US Small Value,0.0
FMX,Fomento Economico Mexicano SAB de CV ADR,Emerging Large Blend,0.0
CIVIX,Causeway International Value Instl,Intl Large Value,0.0089
FORTY,Formula Systems (1985) Ltd ADR,Emerging Small Growth,0.0
FELE,Franklin Electric Co Inc,US Small Growth,0.0
REACX,American Century Real Estate Inv,US Real Estate,0.0114
BEN,Franklin Resources Inc,US Mid Value,0.0
FDP,Fresh Del Monte Produce Inc,Emerging Small Blend,0.0
FCN,FTI Consulting Inc,US Mid Growth,0.0
FUJIY,FUJIFILM Holdings Corp ADR,Intl Large Blend,0.0
FUL,H.B. Fuller Co,US Small Blend,0.0
GBL,GAMCO Investors Inc,US Small Value,0.0
GME,GameStop Corp Class A,US Small Value,0.0
GATX,GATX Corp,US Small Blend,0.0
CIVVX,"Causeway International Value Inv(USD,CIVVX)",Intl Large Value,0.0114
VFMV,Vanguard US Minimum Volatility ETF,US Large Value,0.0013
GLIBA,GCI Liberty Inc A,US Mid Blend,0.0
GLIBP,GCI Liberty Inc Pref Share,US Small Blend,0.0
GABC,German American Bancorp,US Small Blend,0.0
GTY,Getty Realty Corp,US Small Blend,0.0
ROCK,Gibraltar Industries Inc,US Small Growth,0.0
GLT,P.H. Glatfelter Co,US Small Blend,0.0
GL,Globe Life Inc,US Mid Value,0.0
GOGO,Gogo Inc,US Small Growth,0.0
GRC,Gorman-Rupp Co,US Small Growth,0.0
ASR,Grupo Aeroportuario del Sureste SAB de CV ADR,Emerging Mid Growth,0.0
VFWSX,Vanguard FTSE All-Wld ex-US Idx Instl,Intl Large Blend,0.0008
AFOZX,Alger Mid Cap Focus Z,** 90 US Mid Growth / 10 Cash **,0.0068
CIXPF,CaixaBank SA,Intl Large Blend,0.0
GVA,Granite Construction Inc,US Small Value,0.0
GPK,Graphic Packaging Holding Co,US Mid Blend,0.0
GTN,Gray Television Inc,US Small Growth,0.0
GSBC,Great Southern Bancorp Inc,US Small Blend,0.0
GEF,Greif Inc Class A,US Small Value,0.0
GFF,Griffon Corp,US Small Blend,0.0
GPI,Group 1 Automotive Inc,US Small Value,0.0
GGAL,Grupo Financiero Galicia SA ADR,Emerging Mid Blend,0.0
SIM,Grupo Simec SAB de CV ADR,Emerging Mid Growth,0.0
NCIAX,Columbia Convertible Securities Inst,US Large Blend,0.0087
TV,Grupo Televisa SAB ADR,Emerging Large Growth,0.0
CKHUY,C K HUTCHISON HOLDINGS F SPONSORED ADR 1 ADR REPS 1 ORD SHS,Intl Large Value,0.0
HBB,Hamilton Beach Brands Holding Co Class A,US Small Value,0.0
HWC,Hancock Whitney Corp,US Small Value,0.0
HAFC,Hanmi Financial Corp,US Small Value,0.0
HR,Healthcare Realty Trust Inc,US Mid Blend,0.0
HMNY,Helios and Matheson Analytics Inc,US Small Value,0.0
JHG,Janus Henderson Group PLC,US Mid Value,0.0
MLHR,Herman Miller Inc,US Small Blend,0.0
HIW,Highwoods Properties Inc,US Mid Value,0.0
GLW,"Corning Inc(USD,GLW)",US Large Growth,0.0
HTH,Hilltop Holdings Inc,US Small Value,0.0
CL,Colgate-Palmolive Co,US Large Blend,0.0
HNI,HNI Corp,US Small Value,0.0
HFC,HollyFrontier Corp,US Mid Blend,0.0
HKTVY,Hong Kong Television Network Ltd ADR,Emerging Small Blend,0.0
HOPE,Hope Bancorp Inc,US Small Value,0.0
HMN,Horace Mann Educators Corp,US Small Value,0.0
HST,Host Hotels & Resorts Inc,US Mid Value,0.0
HNP,Huaneng Power International Inc ADR repr Class N,Emerging Large Value,0.0
HUBB,Hubbell Inc,US Mid Blend,0.0
EIDOX,Eaton Vance Emerging Markets Dbt Opps I,High Yield,0.0086
HBP,Huttig Building Products Inc,US Small Value,0.0
IAC,IAC/InterActiveCorp,US Mid Growth,0.0
clb,"Core Laboratories NV(USD,CLB)",US Mid Growth,0.0
IBN,ICICI Bank Ltd ADR,Emerging Large Blend,0.0
IDA,Idacorp Inc,US Mid Value,0.0
IMGN,Immunogen Inc,US Small Growth,0.0
IMH,Impac Mortgage Holdings Inc,US Small Value,0.0
IFNNY,Infineon Technologies AG ADR,Intl Large Blend,0.0
INFY,Infosys Ltd ADR,Emerging Large Blend,0.0
IMKTA,Ingles Markets Inc Class A,US Small Value,0.0
FCVIX,Fidelity Advisor® Small Cap Value I,US Small Value,0.0098
INOD,Innodata Inc,US Small Value,0.0
ITGR,Integer Holdings Corp,US Small Growth,0.0
IHG,InterContinental Hotels Group PLC ADR,Intl Mid Blend,0.0
CLNE,Clean Energy Fuels Corp,US Small Value,0.0
TILE,Interface Inc,US Small Value,0.0
IIJIY,Internet Initiative Japan Inc ADR,Intl Small Growth,0.0
ICAGY,International Consolidated Airlines Group SA ADR,Intl Mid Value,0.0
IRET,Investors Real Estate Trust,US Small Value,0.0
IRCP,IRSA Propiedades Comerciales SA ADR,Emerging Small Growth,0.0
ITCB,Itau Corpbanca ADR,Emerging Mid Blend,0.0
UCON,First Trust TCW Unconstrained Pls Bd ETF,** 80 Short-Term Inv. Grade / 20 Cash **,0.0076
ITUB,Itau Unibanco Holding SA ADR,Emerging Large Value,0.0
JBHT,JB Hunt Transport Services Inc,US Mid Growth,0.0
JAKK,Jakks Pacific Inc,US Small Growth,0.0
JHX,James Hardie Industries PLC ADR,Intl Mid Value,0.0
clpby,"Coloplast A/S ADR(USD,CLPBY)",Intl Large Growth,0.0
JBGS,JBG SMITH Properties,US Mid Value,0.0
KB,KB Financial Group Inc ADR,US Large Value,0.0
KBH,KB Home,US Small Blend,0.0
KBSF,KBS Fashion Group Ltd,Emerging Small Value,0.0
KELYA,Kelly Services Inc Class A,US Small Value,0.0
FTCS,First Trust Capital Strength ETF,US Large Blend,0.0055
KMPR,Kemper Corp,US Mid Blend,0.0
KE,Kimball Electronics Inc,US Small Value,0.0
KBAL,Kimball International Inc Class B,US Small Value,0.0
KGC,Kinross Gold Corp,Intl Mid Value,0.0
KIRK,Kirkland's Inc,US Small Value,0.0
CLR,CONTINENTAL RESOURCES INC/OK,US Large Blend,0.0
KLAC,KLA Corp,US Large Growth,0.0
KNMCY,Konami Holdings Corp ADR,Intl Mid Blend,0.0
ADRNY,Koninklijke Ahold Delhaize NV ADR,Intl Large Value,0.0
KEP,Korea Electric Power Corp ADR,Intl Large Value,0.0
HSNIX,Hartford Strategic Income I,** 87 Int-Term Inv. Grade / 13 Cash **,0.0063
KLIC,Kulicke & Soffa Industries Inc,Intl Mid Growth,0.0
KYOCY,Kyocera Corp ADR,Intl Large Growth,0.0
LZB,La-Z-Boy Inc,US Small Value,0.0
LSCC,Lattice Semiconductor Corp,US Small Growth,0.0
LAWS,Lawson Products Inc,US Small Growth,0.0
LEN,Lennar Corp,US Mid Blend,0.0
CLSPX,"Columbia Mid Cap Growth Inst(USD,CLSPX)",US Mid Growth,0.0092
LEN.B,Lennar Corp Class B,US Mid Blend,0.0
LXP,Lexington Realty Trust,US Small Blend,0.0
LPL,LG Display Co Ltd ADR,Emerging Large Value,0.0
VNLA,Janus Henderson Short Duration Inc ETF,** 85 Short-Term Inv. Grade / 15 Cash **,0.0023
LBY,Libbey Inc,US Small Value,0.0
LBTYB,Liberty Global PLC Class B,Intl Large Value,0.0
LILA,Liberty Latin America Ltd,Emerging Small Blend,0.0
BATRA,Liberty Braves Group,US Small Growth,0.0
BATRK,Liberty Braves Group,US Small Growth,0.0
LSI,Life Storage Inc,US Mid Blend,0.0
LNN,Lindsay Corp,US Small Blend,0.0
CLX,Clorox Co,US Mid Blend,0.0
LAD,Lithia Motors Inc Class A,US Small Blend,0.0
LFUS,Littelfuse Inc,US Mid Growth,0.0
USA,Liberty All-Star Equity,** 89 US Large Blend / 8 Intl Large Blend / 3 Cash **,0.0093
LTHM,Livent Corp,US Small Value,0.0
L,Loews Corp,US Mid Blend,0.0
LOGM,LogMeIn Inc,US Small Blend,0.0
LKST,LookSmart Group Inc,US Small Value,0.0
MTB,M&T Bank Corp,US Large Value,0.0
MAC,Macerich Co,US Mid Value,0.0
CLI,Mack-Cali Realty Corp,US Small Value,0.0
SHOO,Steven Madden Ltd,US Small Blend,0.0
A,"Agilent Technologies Inc(USD,A)",US Large Blend,0.0
EEIAX,Eaton Vance Emerging Markets Local Inc A,** 75 Emerging Market Debt / 25 Cash **,0.0113
ULST,SPDR® SSgA Ultra Short Term Bond ETF,** 63 Short-Term Inv. Grade / 37 Cash **,0.002
CM,Canadian Imperial Bank of Commerce,Intl Large Value,0.0
MGLN,Magellan Health Inc,US Small Growth,0.0
MX,MagnaChip Semiconductor Corp,Intl Small Value,0.0
MCS,Marcus Corp,US Small Growth,0.0
MTZ,MasTec Inc,US Mid Blend,0.0
MTRN,Materion Corp,US Small Blend,0.0
MATX,Matson Inc,US Small Blend,0.0
MBI,MBIA Inc,US Small Blend,0.0
MNI,The McClatchy Co Class A,US Small Value,0.0
MKTY,Mechanical Technology Inc,US Small Growth,0.0
TIMUX,Transamerica Intermediate Muni I,Int-Term Inv. Grade,0.0049
MDCO,The Medicines Co,US Mid Growth,0.0
CMA,"Comerica Inc(USD,CMA)",US Large Growth,0.0
MDP,Meredith Corp,US Small Value,0.0
MEI,Methode Electronics Inc Class A,US Small Blend,0.0
MXCYY,Metso Corp ADR,Intl Mid Growth,0.0
MFA,MFA Financial Inc,US Small Value,0.0
MNDO,MIND C.T.I. Ltd,Intl Small Value,0.0
MUFG,Mitsubishi UFJ Financial Group Inc ADR,Intl Large Value,0.0
MHK,Mohawk Industries Inc,US Mid Value,0.0
MCO,Moody's Corporation,US Large Growth,0.0
WCMEX,WCM Focused Emerging Markets Instl,Emerging Large Growth,0.0125
MSA,MSA Safety Inc,US Mid Growth,0.0
MLI,Mueller Industries Inc,US Small Value,0.0
CMBFX,"Columbia AMT-Free OR Interm MuniBd Inst(USD,CMBFX)",Int-Term Inv. Grade,0.0059
MUR,Murphy Oil Corp,US Small Value,0.0
MUSA,Murphy USA Inc,US Small Blend,0.0
NC,NACCO Industries Inc A,US Small Value,0.0
NDAQ,Nasdaq Inc,US Mid Blend,0.0
NFG,National Fuel Gas Co,US Mid Value,0.0
NHC,National Healthcare Corp,US Small Blend,0.0
NNN,National Retail Properties Inc,US Mid Blend,0.0
GM,General Motors Co,US Large Value,0.0
NWLI,National Western Life Group Inc Class A,US Small Value,0.0
NTZ,Natuzzi SPA ADR,Intl Small Value,0.0
NAVI,Navient Corp,US Small Value,0.0
CMBS,iShares CMBS ETF,Long-Term Inv. Grade,0.0025
NCI,Navigant Consulting,US Small Growth,0.0
NM,Navios Maritime Holdings Inc,US Small Value,0.0
NAV,Navistar International Corp,US Small Value,0.0
NBTB,NBT Bancorp Inc,US Small Blend,0.0
NCR,NCR Corp,US Mid Value,0.0
NTAP,NetApp Inc,US Mid Value,0.0
PPRUY,Kering SA ADR,Intl Large Blend,0.0
NJR,New Jersey Resources Corp,US Mid Blend,0.0
NYCB,New York Community Bancorp Inc,US Mid Value,0.0
NXST,Nexstar Media Group Inc Class A,US Mid Blend,0.0
NJDCY,Nidec Corp ADR,Intl Large Growth,0.0
CMCSA,Comcast Corp A,US Large Blend,0.0
NSANY,Nissan Motor Co Ltd ADR,Intl Large Value,0.0
NNBR,NN Inc,US Small Value,0.0
NDSN,Nordson Corp,US Mid Growth,0.0
NWBI,Northwest Bancshares Inc,US Small Value,0.0
NWN,Northwest Natural Holding Co,US Small Value,0.0
OMRNY,OMRON Corp ADR,Intl Large Growth,0.0
NUAN,Nuance Communications Inc,US Mid Value,0.0
NYMX,Nymox Pharmaceutical Corp,US Small Blend,0.0
OBCI,Ocean Bio-Chem Inc,US Small Value,0.0
OCFC,OceanFirst Financial Corp,US Small Value,0.0
ONB,Old National Bancorp,US Small Value,0.0
CME,CME Group Inc Class A,US Large Growth,0.0
OSBC,Old Second Bancorp Inc,US Small Blend,0.0
OLN,Olin Corp,US Small Blend,0.0
OHI,Omega Healthcare Investors Inc,US Real Estate,0.0
OMN,Omnova Solutions Inc,US Small Value,0.0
VCOBX,Vanguard Core Bond Admiral,Int-Term Inv. Grade,0.001
OGS,ONE Gas Inc,US Mid Blend,0.0
OTTR,Otter Tail Corp,US Small Blend,0.0
OXM,Oxford Industries Inc,US Small Value,0.0
PTSI,P.A.M. Transportation Services Inc,US Small Blend,0.0
PRK,Park National Corp,US Small Blend,0.0
PDCO,Patterson Companies Inc,US Small Value,0.0
CMF,iShares California AMT-Free Muni Bond ETF,Int-Term Inv. Grade,0.0025
PEB,Pebblebrook Hotel Trust,US Small Blend,0.0
PLAB,Photronics Inc,US Small Blend,0.0
PIR,Pier 1 Imports Inc,US Small Value,0.0
JSMIX,JPMorgan SmartRetirement® 2030 R5,** 37 US Large Blend / 22 Intl Large Blend / 36 Int-Term Inv. Grade / 5 Cash **,0.0052
PBI,Pitney Bowes Inc,US Small Value,0.0
PHI,PLDT Inc ADR,Emerging Large Value,0.0
PTE,PolarityTE Inc,US Small Blend,0.0
BPOP,Popular Inc,Emerging Large Value,0.0
PCH,PotlatchDeltic Corp,US Small Growth,0.0
PDS,Precision Drilling Corp,Intl Small Value,0.0
PEYE,Precision Optics Corp Inc,US Small Growth,0.0
CMI,Cummins Inc,Intl Small Blend,0.0
SCO,ProShares UltraShort Bloomberg Crude Oil,Non-Traditional,0.0135
PROV,Provident Financial Holdings Inc,US Small Value,0.0
PFS,Provident Financial Services Inc,US Small Blend,0.0
PTC,PTC Inc,US Mid Growth,0.0
PUBGY,Publicis Groupe SA ADR,Intl Mid Value,0.0
QGEN,Qiagen NV,Intl Mid Blend,0.0
KWR,Quaker Chemical Corp,US Small Growth,0.0
QRTEA,Qurate Retail Inc Class A,US Mid Value,0.0
RDN,Radian Group Inc,US Mid Value,0.0
RDWR,Radware Ltd,Intl Small Growth,0.0
CMP,Compass Minerals International Inc,US Small Blend,0.0
RL,Ralph Lauren Corp Class A,US Mid Value,0.0
ABML,American Battery Technology Co,US Small Value,0.0
RMBS,Rambus Inc,US Small Blend,0.0
RJF,Raymond James Financial Inc,US Mid Blend,0.0
RWT,Redwood Trust Inc,US Small Value,0.0
RBC,Regal Beloit Corp,US Small Value,0.0
REG,Regency Centers Corp,US Mid Blend,0.0
RS,Reliance Steel & Aluminum Co,US Mid Value,0.0
REPYY,Repsol SA ADR,Intl Large Value,0.0
RBCAA,Republic Bancorp Inc Class A,US Small Blend,0.0
RLJ,RLJ Lodging Trust,US Small Blend,0.0
cmpgy,"Compass Group PLC ADR(USD,CMPGY)",Intl Large Growth,0.0
FIIIX,Fidelity Advisor® International Growth I,** 21 US Large Growth / 76 Intl Large Growth / 3 Cash **,0.0088
ACHR,Archer Aviation Inc Class A,US Small Blend,0.0
RHI,Robert Half International Inc,US Mid Value,0.0
ROG,Rogers Corp,US Small Growth,0.0
RBS,The Royal Bank of Scotland Group PLC ADR,Intl Large Value,0.0
RPT,RPT Realty,US Small Value,0.0
R,Ryder System Inc,US Small Value,0.0
STBA,S&T Bancorp Inc,US Small Blend,0.0
SFE,Safeguard Scientifics Inc,US Small Value,0.0
SGA,Saga Communications Inc,US Small Value,0.0
SASR,Sandy Spring Bancorp Inc,US Small Value,0.0
SANM,Sanmina Corp,US Small Value,0.0
SCDGX,DWS Core Equity S,US Large Blend,0.0055
AA,Alcoa Corp,US Small Blend,0.0
CMPR,CIMPRESS               F,US Small Growth,0.0
SPPJY,Sappi Ltd ADR,Emerging Mid Value,0.0
SSL,Sasol Ltd ADR,Emerging Mid Value,0.0
BFS,Saul Centers Inc,US Small Blend,0.0
SCHL,Scholastic Corp,US Small Value,0.0
SWM,Schweitzer-Mauduit International Inc,US Small Value,0.0
SSP,The E W Scripps Co Class A,US Small Value,0.0
SEE,Sealed Air Corp,US Mid Blend,0.0
SHLDQ,Sears Holdings Corp,US Small Value,0.0
PQTIX,PIMCO TRENDS Managed Futures Strat Instl,Non-Traditional,0.014
SEIC,SEI Investments Co,US Mid Growth,0.0
SMICY,Semiconductor Manufacturing International Corp ADR,Emerging Large Blend,0.0
CMS,CMS Energy Corp,US Mid Value,0.0
SMTC,Semtech Corp,US Small Growth,0.0
SNH,Senior Housing Properties Trust,US Small Value,0.0
SXT,Sensient Technologies Corp,US Small Blend,0.0
SBGL,Sibanye-Stillwater ADR,Emerging Mid Growth,0.0
SIG,Signet Jewelers Ltd,US Small Value,0.0
SIMO,Silicon Motion Technology Corp ADR,US Small Value,0.0
SFNC,Simmons First National Corp Class A,US Small Blend,0.0
EELV,Invesco S&P Emerging Markets Low Vol ETF,Emerging Large Value,0.0029
SBGI,Sinclair Broadcast Group Inc,US Mid Blend,0.0
SHI,Sinopec Shanghai Petrochemical Co Ltd ADR,Emerging Large Value,0.0
SJW,SJW Group,US Small Blend,0.0
CNAB,"United Cannabis Corp(USD,CNAB)",US Micro,0.0
SKM,SK Telecom Co Ltd ADR,Emerging Large Blend,0.0
SLG,SL Green Realty Corp,US Mid Value,0.0
SNBR,Sleep Number Corp,US Small Blend,0.0
SDXAY,Sodexo ADR,Intl Large Blend,0.0
SOHU,Sohu.com Ltd ADR,Emerging Mid Value,0.0
BID,Sothebys Class A Limited Voting,US Mid Blend,0.0
GM.WS.B,GENERAL MOTORS CO 19 WTS WARRANTS EXP 07/10/19,Short-Term Inv. Grade,0.0
SSB,South State Corp,US Small Blend,0.0
SMBC,Southern Missouri Bancorp Inc,US Small Blend,0.0
SWX,Southwest Gas Holdings Inc,US Mid Value,0.0
SPKKY,Spark New Zealand Ltd ADR,Intl Mid Value,0.0
CNC,Centene Corp,US Large Blend,0.0
SPDE,Speedus Corp,US Micro,0.0
SPXC,SPX Corp,US Small Blend,0.0
STAA,Staar Surgical Co,US Small Growth,0.0
SMP,Standard Motor Products Inc,US Small Blend,0.0
SXI,Standex International Corp,US Small Blend,0.0
FIWCX,Fidelity® SAI International Value Index,Intl Large Value,0.0017
SRT,StarTek Inc,US Small Value,0.0
STFC,State Auto Financial Corp,US Small Value,0.0
SPLP,Steel Partners Holdings LP,US Small Value,0.0
STL,Sterling Bancorp,US Mid Blend,0.0
STM,STMicroelectronics NV ADR,Intl Large Blend,0.0
CNDT,Conduent Inc,US Small Blend,0.0
SEOAY,Stora Enso Oyj ADR,Intl Mid Blend,0.0
STRT,Strattec Security Corp,US Small Value,0.0
RGR,Sturm Ruger & Co Inc,US Small Value,0.0
SLF,Sun Life Financial Inc,Intl Large Value,0.0
FMSFX,Fidelity® Mortgage Securities,Int-Term Inv. Grade,0.0045
SUP,Superior Industries International Inc,US Small Value,0.0
SUZ,Suzano SA ADR,Emerging Large Value,0.0
SCMWY,Swisscom AG ADR,Intl Large Blend,0.0
SWKH,SWK Holdings Corp,US Small Blend,0.0
SNPS,Synopsys Inc,US Large Growth,0.0
SNV,Synovus Financial Corp,US Mid Value,0.0
CNI,"Canadian National Railway Co(USD,CNI)",Intl Large Growth,0.0
TGB,Taseko Mines Ltd,Intl Small Value,0.0
TCO,Taubman Centers Inc,US Small Value,0.0
TMHC,Taylor Morrison Home Corp Class A,US Small Value,0.0
FGKPX,Fidelity® SAI Em Mkts Lw Vol Idx,Emerging Large Value,0.0023
TCF,TCF Financial Corp,US Mid Value,0.0
TTDKY,TDK Corp ADR,Intl Large Blend,0.0
TECD,Tech Data Corp,US Small Value,0.0
TGNA,Tegna Inc,US Small Value,0.0
TRC,Tejon Ranch Co,US Small Growth,0.0
TEO,Telecom Argentina SA ADR,Emerging Mid Growth,0.0
TFX,Teleflex Inc,US Mid Growth,0.0
CNK,Cinemark Holdings Inc,US Mid Blend,0.0
VIV,Telefonica Brasil SA ADR,Emerging Large Value,0.0
TLK,PT Telekomunikasi Indonesia (Persero) Tbk ADR,Emerging Large Blend,0.0
NCAAX,Nuveen CA Municipal Bond A,Long-Term Inv. Grade,0.0073
TU,TELUS Corp,Intl Large Blend,0.0
TPX,Tempur Sealy International Inc,US Mid Growth,0.0
TS,Tenaris SA ADR,Intl Large Growth,0.0
TNC,Tennant Co,US Small Blend,0.0
TEX,Terex Corp,US Small Value,0.0
TETAB,Teton Advisors Inc,US Micro,0.0
TTEK,Tetra Tech Inc,US Mid Growth,0.0
TSU,Tim Participacoes SA ADR,Emerging Large Value,0.0
CNMD,"Conmed Corp(USD,CNMD)",US Small Growth,0.0
TIVO,TiVo Corp,US Small Value,0.0
FDLO,Fidelity® Low Volatility Factor ETF,US Large Blend,0.0029
TKOMY,Tokio Marine Holdings Inc ADR,Intl Large Blend,0.0
TMP,Tompkins Financial Corp,US Small Blend,0.0
TTC,The Toro Co,US Mid Growth,0.0
TWMC,Trans World Entertainment Corp,US Small Value,0.0
