ticker,name,category,expense_ratio
VDVIX,Vanguard Developed Markets Index Inv,Intl Large Blend,0.0016
GMRAX,Nationwide Small Cap Index A ,US Small Blend,0.0068
AMRS,Amyris Inc,US Small Value,0.0
SSPIX,SEI S&P 500 Index F (SIMT) ,US Large Blend,0.0025
JAAA,Janus Henderson AAA CLO ETF,Short-Term Inv. Grade,0.0022
ARGX,argenx SE ADR,Intl Mid Growth,0.0
XBRAF,Xebra Brands Ltd,US Small Value,0.0
FFBOX,American Funds Bond Fund of Amer 529-F-2,Int-Term Inv. Grade,0.0033
IGPT,Invesco AI and Next Gen Software ETF,** 87 US Large Growth / 13 Intl Large Growth **,0.006
IMCDY,IMCD NV ADR,Intl Mid Blend,0.0
DGCIX,Delaware Corporate Bond Inst,Int-Term Inv. Grade,0.0057
PLTPX,PIMCO Long-Term US Government I2,Long-Term Inv. Grade,0.00575
KHDHF,KHD Humboldt Wedag International AG,Intl Small Value,0.0
PRTIX,T. Rowe Price US Treasury Interm Idx,Int-Term Inv. Grade,0.0027
FLLA,Franklin FTSE Latin America ETF,Intl Large Value,0.0019
FLGB,Franklin FTSE United Kingdom ETF ,Intl Large Blend,0.0009
FLJP,Franklin FTSE Japan ETF,Intl Large Blend,0.0009
ODD,Oddity Tech Ltd Class A,US Small Growth,0.0
VTC,Vanguard Total Corporate Bond ETF,Int-Term Inv. Grade,0.0004
BEDZ,AdvisorShares Hotel ETF,** 80 US Mid Growth / 20 Intl Mid Growth **,0.0099
CBLAX,Columbia Balanced A ,** 55 US Large Growth / 45 Int-Term Inv. Grade **,0.0092
DXF,Dunxin Financial Holdings Ltd ADR,Intl Small Value,0.0
CRXPF,Vert Infrastructure Ltd,Intl Small Growth,0.0
GEG,Great Elm Group Inc,US Small Value,0.0
TNWCX,TIAA-CREF Social Choice LwCrbn Eq Instl,US Large Growth,0.0031
SCIJX,Hartford Schroders International Stk SDR,Intl Large Growth,0.0071
ASVDX,American Century Small Cap Value R6,US Small Value,0.0074
TRLIX,TIAA-CREF Large-Cap Value Instl ,US Large Value,0.0041
TISEX,TIAA-CREF Quant Small-Cap Equity Instl,US Small Value,0.0042
TECL,Direxion Daily Technology Bull 3X ETF,** 81 US Large Growth / 19 Cash **,0.0097
OPTT,Ocean Power Technologies Inc,US Small Value,0.0
REFR,Research Frontiers Inc,US Small Blend,0.0
UTMD,Utah Medical Products Inc,US Small Blend,0.0
SMCI,Super Micro Computer Inc,US Small Growth,0.0
ROM,ProShares Ultra Technology,** 88 US Large Growth / 12 Cash **,0.0096
BRTXX, BlackRock Liquidity TempFund Cash Mgmt,Cash/Money Market,0.0068
SNPE,Xtrackers S&P 500 ESG ETF,US Large Blend,0.001
SBOW,SilverBow Resources Inc,US Small Value,0.0
VGO,VIGO Photonics SA,Intl Small Blend,0.0
BSFIX,Baron Small Cap Instl,** 93 US Small Growth / 3 Intl Small Growth / 4 Cash **,0.0104
TQMIX,AMG TimesSquare Mid Cap Growth I,** 89 US Mid Growth / 7 Intl Mid Growth / 4 Cash **,0.0103
BCOIX,Baird Core Plus Bond Inst,Int-Term Inv. Grade,0.003
FIKOX,Fidelity Advisor® Corporate Bond Z,Int-Term Inv. Grade,0.0036
FIFRX,Franklin Growth R6,** 95 US Large Growth / 5 Intl Large Growth **,0.0047
FIQSX,Fidelity Advisor® Floating Rate Hi Inc Z,Bank Loans,0.0062
FIKPX,Fidelity Advisor® Government Income Z,Long-Term Inv. Grade,0.0036
FIWDX,Fidelity Advisor® Strategic Income Z,** 45 Int-Term Inv. Grade / 55 High Yield **,0.0062
RLBEX,American Funds American Balanced R4,** 55 US Large Blend / 7 Intl Large Blend / 31 Int-Term Inv. Grade / 7 Cash **,0.006
CGDV,Capital Group Dividend Value ETF,** 92 US Large Value / 8 Intl Large Value **,0.0033
DFNL,Davis Select Financial ETF,** 75 US Large Value /  25 Intl Large Value **,0.0063
DUSA,Davis Select US Equity ETF,US Large Value,0.0061
DWLD,Davis Select Worldwide ETF,** 50 US Large Blend / 50 Intl Large Blend **,0.0063
FLLV,Franklin U.S. Low Volatility ETF,US Large Blend,0.0029
ATPYX,Aquila High Income Y,High Yield,0.0101
HDPSX,Hodges Small Cap,US Small Blend,0.0128
MRFOX,Marshfield Concentrated Opportunity,** 90 US Large Blend / 10 Cash **,0.0102
FMPDC,Fidelity VIP FundsManager 85,** 52 US Large Growth / 35 Intl Large Growth / 13 Int-Term Inv. Grade **,0.0087
FAMRX,Fidelity Asset Manager® 85%,** 52 US Large Growth / 37 Intl Large Growth / 11 Int-Term Inv. Grade **,0.0069
FGDKX,Fidelity® Growth Discovery K,** 86 US Large Growth / 14 Intl Large Growth **,0.0073
FNSFX,Fidelity Freedom® 2060 K,** 48 US Large Blend / 40 Intl Large Blend / 12 Long-Term Inv. Grade **,0.0065
AVTA,Avantax Inc ,US Small Value,0.0
SVOL,Simplify Volatility Premium ETF,** 15 US Large Blend / 30 Int-Term Inv. Grade / 40 Non-Traditional / 15 Cash **,0.0066
VSCVX,Victory Integrity Small-Cap Value A,US Small Value,0.0143
MFRHX,MFS Research R3,US Large Growth,0.0079
FDNRX,Franklin DynaTech R,** 90 US Large Growth / 10 Intl Large Growth **,0.0107
FMDRX,Franklin Mutual Global Discovery R6,** 50 US Large Value / 50 Intl Large Value **,0.0092
MDLVX,BlackRock Advantage Large Cap Val Inv A,US Large Value,0.0079
NFEAX,Columbia Large Cap Growth Opp A,US Large Growth,0.0105
CVMRX,Calvert Emerging Markets Equity R6,** 56 Intl Large Growth / 44 Emerging Large Growth **,0.0092
ESBLX,Eaton Vance Floating Rate R6,Bank Loans,0.0069
PFRSX,Principal Real Estate Securities Fd R-6,US Real Estate,0.008
SFCNX,Allspring California Ltd-Trm Tx-FrInst,Int-Term Inv. Grade,0.005
GSAT,"Globalstar, Inc.",US Small Value,0.0
TSNAX,Touchstone Sands Capital Select Growth A ,US Large Growth,0.0113
QCGRIX,CREF Growth R3,US Large Growh,0.00215
INKM,SPDR® SSgA Income Allocation ETF,** 27 US Mid Value / 9 Intl Mid Value / 44 Int-Term Inv. Grade / 20 Non-Traditional **,0.005
FRCSX,Franklin Small Cap Value R6 ,** 90 US Small Value / 10 Intl Small Value **,0.006
VICR,Vicor Corp,US Small Growth,0.0
UCSBX,Victory CA Bond,Long-Term Inv. Grade,0.0059
UCMCX,Victory Cornerstone Moderately Cnsrv,** 24 US Large Value / 20 Intl Large Value / 56 Int-Term Inv. Grade **,0.0124
USISX,Victory Income Stock,US Large Value,0.0074
USAGX,Victory Precious Metals and Minerals,** 13 US Mid Value / 87 Intl Mid Value **,0.0118
USGNX,Victory Government Securities,Int-Term Inv. Grade,0.0053
MTOIX,MainStay Income Builder I,** 38 US Large Value / 21 Intl Large Value / 41 Int-Term Inv. Grade **,0.0077
TIGR,UP Fintech Holding Ltd ADR,Intl Small Value,0.0
HY,Hyster-Yale Materials Handling Inc Class A,US Small Value,0.0
FMCVX,Franklin MicroCap Value R6,US Micro,0.0088
WOMN,Impact Shares YWCA Women's Empwrmt ETF,US Large Blend,0.0075
BLNDX,Standpoint Multi-Asset Institutional,Non-Traditional,0.013
GWMGF,Great Western Minerals Group Ltd,Intl Small Value,0.0
TSLL,Direxion Daily TSLA Bull 1.5X Shares,Non-Traditional,0.0108
ASGI,abrdn Global Infrastructure Income Fund ,** 31 US Large Blend / 53 Intl Large Blend / 16 Non-Traditional **,0.0135
ECAT,BlackRock ESG Capital Allocation Term,** 39 Us Large Growth / 18 Intl Large Growth / 39 Short-Term Inv. Grade / 4 Cash ** ,0.013
RPBAX,T. Rowe Price Balanced,** 43 US Large Blend / 21 Intl Large Blend / 33 Int-Term Inv. Grade / 3 Cash **,0.0061
CVTA,Corteva Inc ,Intl Mid Blend,0.0
LTCAX,Thornburg CA Limited-Term Muni A ,Int-Term Inv. Grade,0.0074
FTGFX,Templeton Growth R6,** 50 US Large Blend / 50 Intl Large Blend **,0.0074
LPG,Dorian LPG Ltd,US Small Blend,0.0
LVPA,Lvpai Group Ltd,Intl Small Value,0.0
ATLC,Atlanticus Holdings Corp,US Small Value,0.0
DHT,DHT Holdings Inc ,US Small Blend,0.0
EVC,Entravision Communications Corp Class A,US Small Value,0.0
ETD,Ethan Allen Interiors Inc,US Small Value,0.0
FNLC,First Bancorp Inc,US Small Value,0.0
FRBA,First Bank,US Small Value,0.0
ITOS,ITeos Therapeutics Inc Ordinary Shares,US Small Value,0.0
SIGA,SIGA Technologies Inc,US Small Value,0.0
FDEVX,Templeton Developing Markets R6,** 60 Emerging Large Value / 40 Intl Large Value **,0.01
SPFI,South Plains Financial Inc,US Small Value,0.0
TMFG,Motley Fool Global Opportunities ETF,** 66 US Large Growth / 34 Intl Large Growth **,0.0085
ATHpC,Athene Holding Ltd Pref Share,Preferred Stock,0.0
CpJ,Citigroup Inc Pref Share,Preferred Stock,0.0
DUKpA,Duke Energy Corp Pref Share,Preferred Stock,0.0
ALLpJ,Allstate Corp Pref Share,Preferred Stock,0.0
FpC,Ford Motor Company 6.20% Notes,Preferred Stock,0.0
RZC,REINSURANCE GROUP OF AMERICA Inc. 7.125% Fixed-Rate Reset Sub. Deb. due 2052,Non-Traditional,0.0
DSPIX,BNY Mellon Instl S&P 500 Stk Idx I,US Large Blend,0.0021
GRNT,Granite Ridge Resources Inc Ordinary Shares - Class A ,US Small Growth,0.0
FTFGX,Templeton Foreign R6,** 85 Intl Large Value / 10 Emerging Large Value / 5 US Large Value **,0.0071
TAMVX,T. Rowe Price Mid-Cap Value Adv,US Mid Value,0.0107
ACTDX,Invesco High Yield Municipal Y,High Yield,0.006
FSEIX,Nuveen Mid Cap Value I,US Mid Value,0.0091
PSYGX,Putnam Small Cap Growth Y ,** 90 US Small Growth / 10 Intl Small Growth **,0.01
MSSCX,AMG Frontier Small Cap Growth I ,** 89 US Small Growth / 7 Intl Small Growth / 4 Cash **,0.0094
JEPRX,JPMorgan Equity Premium Income R6 ,US Large Blend,0.0035
JHTCX,JPMorgan Hedged Equity 3 C,Non-Traditional,0.0135
CNSDX,Invesco Convertible Securities Y ,Non-Traditional,0.0069
FGKNX,Franklin Strategic Income R6,** 60 Int-Term Inv. Grade / 40 High Yield **,0.0052
REXRpB,Rexford Industrial Realty Inc Pref Share,Preferred Stock,0.0
HERO,Global X Video Games & Esports ETF,** 32 US Mid Growth / 68 Intl Mid Growth **,0.005
COCM,Comerton Corp,US Small Value,0.0
FUSEF,Fuse Battery Metals Inc,US Small Value,0.0
BLKCF,Global Gaming Technologies Corp ,US Small Growth,0.0
HZHI,Horizons Holdings International Corp,US Small Blend,0.0
IMXI,International Money Express Inc,US Small Blend,0.0
PWRMF,Power Metals Corp,Intl Small Blend,0.0
BOSS,Global X Founder-Run Companies ETF,Non-Traditional,0.0045
PSCC,Invesco S&P SmallCap Consumer Stapl ETF,US Small Blend,0.0029
FZCXX,Fidelity Government Money Market Fund,Cash/Money Market,0.0032
MXSBX,Empower SecureFoundation® Bal Inv,** 40 US Large Blend / 40 Int-Term Inv. Grade / 20 Intl Large Blend **,0.006
GBCHF,Metaverse Capital Corp Ordinary Shares,Non-Traditional,0.0
IAI,iShares US Broker-Dealers&Secs Exchs ETF,US Large Blend,0.004
HYEG,Hydrogen Engine Center Inc,US Small Growth,0.0
PHK,PIMCO High Income,High Yield,0.0092
FLSAX,Fidelity Advisor® Leveraged Co Stk A,** 90 US Large Growth / 10 Intl Large Growth **,0.0105
FXN,First Trust Energy AlphaDEX® ETF,US Mid Value,0.0062
WEMAX,Allspring Emerging Growth A,US Small Growth,0.0127
FDBAX,Federated Hermes Corporate Bond A ,Int-Term Inv. Grade,0.0086
FTRE,Fortrea Holdings Inc,US Small Blend,0.0
PZIEX,Pzena Emerging Markets Value Instl,Emerging Large Value,0.0
MXLSX,Empower Small Cap Value Inv,US Small Value,0.0109
UNCRY,UniCredit SpA ADR ,Intl Large Blend,0.0
ENDPQ,Endo International PLC,Intl Small Value,0.0
SHYTX,DWS Strategic High Yield Tax-Free S,High Yield,0.0057
KREF,KKR Real Estate Finance Trust Inc,US Small Value,0.0
GCXXF,Granite Creek Copper Ltd,Intl Small Blend,0.0
NTCPF,NorthIsle Copper and Gold Inc,Intl Small Value,0.0
OBE,Obsidian Energy Ltd,Intl Small Blend,0.0
VLTO,Veralto Corp,US Mid Blend,0.0
MXINX,Empower International Index Inv,Intl Large Blend,0.0065
NFRA,FlexShares STOXX Global Broad Infras ETF,** 40 US Large Value /  60 Intl Large Value **,0.0047
EWZS,iShares MSCI Brazil Small-Cap ETF,Emerging Mid Blend,0.0058
NTAUX,Northern Tax-Advantaged U/S Fxd Inc,Cash/Money Market,0.0025
TRNEX,T. Rowe Price New Era I,** 57 US Large Value / 43 Intl Large Value **,0.0056
HYGV,FlexShares HY Val-Scrd Bd ,High Yield,0.0037
GRTS,Gritstone Bio Inc ,US Small Value,0.0
UWM,ProShares Ultra Russell2000,** 94 US Small Blend / 6 Cash **,0.0095
TCMGX,TIAA-CREF Mid-Cap Growth Retail,** 82 US Mid Growth / 18 Intl Mid Growth **,0.0078
RCSIX,RBC Small Cap Core I ,US Small Blend,0.0091
CART,Maplebear Inc,US Small Blend,0.0
HDUP,"HeadsUp Entertainment International Inc(USD,HDUP)",Intl Small Blend,0.0
KLG,WK Kellogg Co,US Small Blend,0.0
TRPBX,T. Rowe Price Spectrum Moderate Allc Inv,** 40 US Large Blend / 19 Intl Large Blend / 32 Int-Term Inv Grade / 9 Cash **,0.0075
NAMAX,Columbia Select Mid Cap Value Instl,US Mid Blend,0.0088
NGUAX,Neuberger Berman Large Cap Growth Inv,US Large Growth,0.0083
LVHD,Franklin U.S. Low Volatility Hi Div ETF ,US Mid Value,0.0027
TWEBX,"Tweedy, Browne Value",** 35 US large Blend / 60 Intl Large Blend / 5 Cash **,0.014
QUS,SPDR® MSCI USA StrategicFactors ETF,US Large Blend,0.0015
MXREX,Empower Real Estate Index Inv,US Real Estate,0.007
RYCIX,Rydex Consumer Products Inv,** 92 US Large Blend / 8 Intl Large Blend **,0.0139
PHYRX,PIMCO High Yield R,High Yield,0.0115
HARSX,Carillon Eagle Mid Cap Growth R5,US Mid Growth,0.0074
VETAX,Victory Sycamore Established Value A,** 95 US Mid Blend / 5 Intl Mid Blend ** ,0.009
FLPKX,Fidelity Low-Priced Stock K,** 60 US Mid Value / 40 Intl Mid Value **,0.0084
SMTCX,JPMorgan SmartRetirement® 2040 C,** 52 US Large Blend / 28 Intl Large Blend / 16 Int-Term Inv. Grade / 5 Cash **,0.014
FKUQX,Franklin Utilities A,** 95 US Mid Value / 5 Intl Mid Value **,0.0082
FLGC,Flora Growth Corp,US Small Value,0.0
IBRX,ImmunityBio Inc Ordinary Shares,US Small Blend,0.0
NTWK,NETSOL Technologies Inc,US Small Value,0.0
RNSDF,Renault SA,Intl Mid Value,0.0
VTECF,Vortex Energy Corp Ordinary Shares,US Small Value,0.0
YAMHF,Yamaha Motor Co Ltd,Intl Large Value,0.0
SWYHX,Schwab Target 2045 Index,** 60 US Large Blend / 27 Intl Large Blend / 13 Cash **,0.0008
ALGT,Allegiant Travel Co,US Small Growth,0.0
GDRX,GoodRx Holdings Inc Ordinary Shares - Class A ,US Small Blend,0.0
PLNH,Planet 13 Holdings Inc Ordinary Shares,US Small Value,0.0
MEDIF,MediPharm Labs Corp,US Small Value,0.0
SPXCY,Singapore Exchange Limited,Intl Large Blend,0.0
PCSFX,Principal Capital Securities S,** 47 Long-Term Inv. Grade / 53 Preferred Stock **,0.0
NBLWF,Noble Corporation plc,Intl Small Value,0.0
VMO,Invesco Muni Opps. Trust,Int-Term Inv. Grade,0.0176
WFRD,Weatherford International PLC Ordinary Shares,Intl Small Growth,0.0
WFDAX,Allspring Discovery SMID Cap Gr A,US Mid Growth,0.012
DHLGY,DHL Group ADR,Intl Large Value,0.0
MBGYY,Mercedes-Benz Group AG ADR,Intl Large Value,0.0
KCE,SPDR® S&P Capital Markets ETF,US Mid Value,0.0035
AGRPY,Absa Group Ltd ADR,Emerging Mid Value,0.0
AAAUX,American Century Strat Allc: Agrsv R6,** 50 US Large Blend / 22 Intl Large Blend / 22 Int-Term Inv. Grade / 6 Cash **,0.0045
ANBGX,American Funds Strategic Bond F3,** 91 Int-Term Inv. Grade / 9 Cash **,0.0033
MGRAX,MFS International Growth A,Intl Large Growth,0.0108
VZICX,Vanguard International Core Stock Adm,Intl large Blend,0.0038
VWICX,Vanguard International Core Stock Inv,Intl Large Blend,0.0048
FDSVX,Fidelity Growth Discovery,** 85 US Large Growth / 15 Intl Large Growth **,0.0083
ARGT,Global X MSCI Argentina ETF,Intl Mid Growth,0.0059
ALFVY,Alfa Laval AB ADR,Intl Mid Blend,0.0
FZIPX,Fidelity ZERO Extended Market Index ,US Small Blend,0.0
TENB,Tenable Holdings Inc,US Small Growth,0.0
FHIFX,Fidelity Focused High Income,High Yield,0.0075
BYD,Boyd Gaming Corp,US Small Blend,0.0
LINKX,BlackRock LifePath® Index 2030 K,** 34 US Large Blend / 20 Intl Large Blend / 46 Int-Term Inv. Grade **,0.0009
IEOHX,Voya Large Cap Growth Port I,US Large Growth,0.0067
JEPQ,JPMorgan Nasdaq Equity Premium Inc ETF,** 80 US Large Growth / 20 Non-Traditional **,0.0035
MMHYX,MFS Municipal High Income A ,High Yield,0.0061
AHCHY,Anhui Conch Cement Co Ltd ADR,Emerging Large Value,0.0
TFILX,T. Rowe Price Tax Free Income I,Int-Term Inv. Grade,0.0047
TTSIX,T. Rowe Price Tax-Free Shrt-Interm I,Short-Term Inv. Grade,0.0037
XSMO,Invesco S&P SmallCap Momentum ETF,US Small Growth,0.0039
PDDXX,Putnam Money Market A ,Cash/Money Market,0.0047
PDINX,Putnam Diversified Income A,Int-Term Inv. Grade,0.0104
HTBK,Heritage Commerce Corp,US Small Value,0.0
RLMD,Relmada Therapeutics Inc,US Small Value,0.0
SDZNY,Sandoz Group AG ADR,Intl Large Growth,0.0
FTRNX,Fidelity Trend,** 93 US Large Growth / 7 Intl Large Growth **,0.0058
ETILX,Eventide Gilead I,** 85 US Mid Growth / 15 Intl Mid Growth **,0.0118
TAST,Carrols Restaurant Group Inc,US Small Value,0.0
AWI,Armstrong World Industries Inc,US Small Blend,0.0
ETIHX,Eventide Healthcare & Life Sciences I,** 86 US Small Growth / 6 Intl Small Growth / 8 Non-Traditional **,0.0131
ETIMX,Eventide Balanced Fund Class I,** 50 US Mid Blend / 50 Int-Term Inv. Grade **,0.0082
ETIDX,Eventide Dividend Opportunities I,** 94 US Mid Blend / 6 Intl Mid Blend **,0.0095
GEMZX,GuideStone Funds Emerging Mkts Eq Inv,**58 Intl Large Blend / 42 Emerging Large Blend ,0.0141
GDMZX,GuideStone Funds Defensv Mkt Strats Inv,** 47 US Large Blend / 40 Int-Term Inv. Grade / 13 Non-Traditional **,0.0096
GSCZX,GuideStone Funds Small Cap Equity Inv,** 94 US Small Blend / 6 Intl Small Blend **,0.0121
GVEZX,GuideStone Funds Value Equity Investor,** 91 US Large Value / 9 Intl Large Value **,0.0092
MIIIX,Praxis Impact Bond I,Int-Term Inv. Grade,0.0049
MMDEX,Praxis Growth Index I,US Large Growth,0.0036
AVEFX,Ave Maria Bond,** 17 US Large Value / 75 Intl Large Value / 8 Cash **,0.0042
AHKSY,Asahi Kasei Corp ADR,Intl Large Value,0.0
TICIX,Timothy Plan Israel Common Values I,** 11 US Mid Blend / 89 Intl Mid Blend **,0.0157
TPHIX,Timothy Plan High Yield Bond I,High Yield,0.0099
TPIIX,Timothy Plan International I,Intl Large Blend,0.0135
BIBL,Inspire 100 ETF,US Mid Growth,0.0035
IBD,Inspire Corporate Bond ETF,Int-Term Inv. Grade,0.0045
EVER,EverQuote Inc Class A,US Small Value,0.0
RADCQ,Rite Aid Corp,US Small Value,0.0
CWEB,Direxion Dly CSI CHN Itnet Bull 2X Shrs,** 38 Emerging Large Growth / 15 Non-Traditional / 47 Cash **,0.0133
PBE,Invesco Biotechnology & Genome ETF,US Small Growth,0.0058
EVX,VanEck Environmental Svcs ETF,** 85 US Mid Growth / 15 Intl Mid Growth **,0.0055
ASMVY,ASMPT Ltd ADR,Intl Mid Value,0.0
SMOG,VanEck Low Carbon Energy ETF,** 35 US Large Growth / 65 Intl Large Growth **,0.0061
JJCTF,iPath® Bloomberg Copper SubTR ETN,Commodities,0.0075
LXU,LSB Industries Inc,US Small Value,0.0
SMSI,Smith Micro Software Inc,US Small Value,0.0
BUFMX,Buffalo Mid Cap,** 96 US Mid Growth / 1 Intl Mid Growth / 3 Cash **,0.0103
VVX,V2X Inc,US Small Value,0.0
SBFFX,American Funds ST Bd Fd of Amer F2,Short-Term Inv. Grade,0.004
AZTA,Azenta Inc,US Small Growth,0.0
BOE,BlackRock Enhanced Glbl Div Trust,** 55 US Large Blend / 45 Intl Large Blend **,0.0089
GGN,GAMCO Glb Gold Natural Res & Income,** 33 US Large Value / 49 Intl Large Value / 2 Long-Term Inv. Grade / 16 Cash **,0.0139
CMSCX,Columbia Small Cap Growth Inst,US Small Growth,0.0099
NMM,Navios Maritime Partners LP ,US Small Value,0.0
NHFIX,Northern High Yield Fixed Income,High Yield,0.006
SRCH,Searchlight Minerals Corp,US Small Value,0.0
CZBC,Citizens Bancorp,US Large Value,0.0
ORTYX,Aquila Tax-Free Trust of Oregon Y ,Int-Term Inv. Grade,0.0055
HDV,"iShares Core High Dividend ETF(USD,HDV)",US Large Value,0.0008
PSCD,Invesco S&P SmallCap Cnsmr Discret ETF,US Small Value,0.0029
CIVI,Civitas Resources Inc Ordinary Shares,US Small Value,0.0
ESEA,Euroseas Ltd ,Intl Small Blend,0.0
GSLpB,Global Ship Lease Inc Pref Share,Preferred Stock,0.0
HRZN,Horizon Technology Finance Corp,US Small Value,0.0
SRV,NXG Cushing Midstream Energy ord,MLP,0.0312
PILBF,Pilbara Minerals Ltd,Intl Mid Blend,0.0
TPZ,Tortoise Power & Energy Infrastructure,MLP,0.0151
ACV,Virtus Diversified Inc & Conv Fund,Non-Traditional,0.0406
BDORY,Banco do Brasil SA BB Brasil ADR,Emerging Large Value,0.0
WFL,Wellfully Ltd,Intl Small Value,0.0
CRT,Cross Timbers Royalty Trust ,US Small Value,0.0
BSM,Black Stone Minerals LP Partnership Units,US Small Value,0.0
GLP,Global Partners LP,US Small Value,0.0
ARNGF,Argonaut Gold Inc,Intl Small Value,0.0
FPAY,FlexShopper Inc,US Small Value,0.0
PR,Permian Resources Corp Class A,US Small Value,0.0
UIVM,VictoryShares International Val MomtETF,Intl Large Value,0.0035
TEMGX,Templeton Global Smaller Comp A,** 46 US Small Blend / 54 Intl Small Blend **,0.0132
TGVAX,Thornburg International Equity A,** 80 Intl Large Blend / 10 Emerging Large Blend / 10 Cash **,0.0123
BKKLY,Bangkok Bank PCL ADR,Emerging Large Value,0.0
JETAX,abrdn Global Equity Impact A,** 50 US Large Growth / 25 Intl Large Growth / 25 Emerging Large Growth **,0.0115
LACAX,Columbia Acorn A,US Mid Growth,0.0108
PSPFX,US Global Investors Global Res ,** 25 US Small Growth / 70 Intl Small Growth / 5 Cash **,0.016
FXY,Invesco CurrencyShares® Japanese Yen,Intl Large Blend,0.004
MVSSX,Victory Integrity Small-Cap Value R6,US Small Value,0.0096
PBMPX,Principal Core Plus Bond R5,Int-Term Inv. Grade,0.0077
PBRNX,PIMCO RealPath Blend Income Instl,** 20 US Large Blend / 20 Intl Large Blend / 60 Int-Term Inv. Grade **,0.0051
VSMIX,Invesco Small Cap Value Y ,** 80 US Small Value / 20 Intl Small Value **,0.0085
MNDKX,MFS New Discovery R6,** 83 US Small Growth / 14 Intl Small Growth / 3 Cash **,0.009
EU,enCore Energy Corp,US Small Growth,0.0
BPHLY,Bank of the Philippine Islands ADR,Emerging Large Blend,0.0
IZOZF,Izotropic Corp,US Small Value,0.0
OMMSF,Omineca Mining and Metals Ltd,Intl Small Blend,0.0
BOIL,ProShares Ultra Bloomberg Natural Gas,Commodities,0.0124
ANLDF,Anfield Energy Inc,US Small Value,0.0
NFUNF,Nuclear Fuels Inc,US Small Value,0.0
TTCFQ,Tattooed Chef Inc Ordinary Shares - Class A,US Small Value,0.0
SSDLX,State Street Target Retirement 2050 K,** 50 US Large Blend / 36 Intl Large Blend / 11 Short-Term Treasury / 3 Cash **,0.0009
CPU,Computershare Ltd,Intl Large Blend,0.0
ALPMF,Astellas Pharma Inc,Intl Large Blend,0.0
MHI,Pioneer Municipal High Income,High Yield,0.0162
BKRKY,PT Bank Rakyat Indonesia (Persero) Tbk ADR,Emerging Large Blend,0.0
NTG,Tortoise Midstream Energy Fund,** 86 US Mid Value / 12 Intl Mid Value / 2 High Yield **,0.0314
TBIL,US Treasury 3 Month Bill ETF,Short-Term Treasury,0.0015
TPYP,Tortoise North American Pipeline,** 99 US Mid Value / 1 Cash **,0.004
RSPI,RespireRx Pharmaceuticals Inc,US Small Value,0.0
CAVA,Cava Group Inc,US Small Growth,
FELG,Fidelity Enhanced Large Cap Growth ETF,US Large Growth,0.0018
FFFCX,Fidelity Freedom 2010,** 12 US Large Blend / 16 Intl Large Blend / 36 Int-Term Inv. Grade / 21 Short-Term Inv. Grade / 13 High Yield / 2 Cash **,0.0048
